algorithm,snr_db,rsr_db,n_ok,n_failed,nmse_linear,nmse_db,se_linear,se_db,nmse_db_ci95_low,nmse_db_ci95_high,total_error_energy,total_expected_symbol_energy
cui_crlb,3.0,10.0,500,0,0.09878252827265863,-10.053198625557949,0.0002204228176853587,0.009690824387698306,-10.07219229233834,-10.034204958777558,148.17379240898794,1500.0
cui_crlb,3.0,11.0,500,0,0.09780448829676695,-10.096412147646225,0.0002186927590035898,0.009710910012561899,-10.115445181527956,-10.077379113764493,146.70673244515044,1500.0
cui_crlb,3.0,12.0,500,0,0.0967249414229507,-10.144615246172833,0.0002091580527043522,0.009391185644448087,-10.16302163180808,-10.126208860537586,145.08741213442605,1500.0
cui_crlb,3.0,13.0,500,0,0.0955204832284973,-10.199034891571369,0.0001920494120152288,0.008731739734969728,-10.216148786974287,-10.18192099616845,143.28072484274594,1500.0
cui_crlb,3.0,14.0,500,0,0.09458612096198232,-10.241725848649192,0.00019182596187453492,0.008807735836992304,-10.25898869367504,-10.224463003623345,141.87918144297348,1500.0
cui_crlb,3.0,15.0,500,0,0.09411834574463315,-10.263257147332789,0.00019450114451544776,0.008974953088966994,-10.2808477321501,-10.245666562515478,141.17751861694973,1500.0
cui_crlb,3.0,16.0,500,0,0.09361953782036626,-10.286335072222494,0.00018504123215889445,0.008583933217592122,-10.303159272174671,-10.269510872270317,140.4293067305494,1500.0
cui_crlb,3.0,17.0,500,0,0.09305299092980295,-10.312696631196356,0.00017685013009565738,0.00825390294895047,-10.328873983708188,-10.296519278684524,139.57948639470442,1500.0
cui_crlb,3.0,18.0,500,0,0.09244900969168136,-10.340977366166706,0.00017802576482059542,0.008363054137198352,-10.357368651076374,-10.324586081257038,138.67351453752204,1500.0
cui_crlb,3.0,19.0,500,0,0.09183722065294482,-10.369812681664222,0.00016069391093885752,0.007599149702050635,-10.38470674139337,-10.354918621935074,137.75583097941723,1500.0
cui_crlb,3.0,20.0,500,0,0.09178194618201564,-10.372427375854762,0.00017591982528677733,0.00832418711496031,-10.388742482800657,-10.356112268908868,137.67291927302347,1500.0
cui_crlb,3.0,21.0,500,0,0.09139593541257551,-10.390731179110368,0.00016585856649864276,0.007881254224444755,-10.406178153543284,-10.375284204677452,137.09390311886327,1500.0
cui_crlb,3.0,22.0,500,0,0.09108329456224999,-10.405612689623808,0.0001537287429766541,0.007329943993083743,-10.419979115858949,-10.391246263388668,136.62494184337498,1500.0
cui_crlb,3.0,23.0,500,0,0.09059660879262067,-10.428880585065869,0.00015128861975686764,0.007252347920170566,-10.443094925792757,-10.414666244338981,135.894913188931,1500.0
cui_crlb,3.0,24.0,500,0,0.09017951292310541,-10.448921147311431,0.00015328983277248582,0.0073822674737363545,-10.463390125684196,-10.434452168938666,135.26926938465812,1500.0
cui_crlb,3.0,25.0,500,0,0.09027858878515538,-10.444152383360787,0.00015483580290703277,0.007448536326106248,-10.458751246297494,-10.429553520424081,135.41788317773307,1500.0
em_gs,3.0,0.0,500,0,0.3132705248876369,-5.040804652550353,0.02278889513965378,0.3159279479412669,-5.660012052224881,-4.4215972528758245,469.9057873314554,1500.0
