experiment,config_fingerprint,track,trial,snr_db,rsr_db,N,K,P,modulation,algorithm,metric,value,error_energy,true_energy,expected_symbol_energy,bit_errors,bit_count,status,error_type,error_message,master_seed,sigma2,alpha_b_abs,max_iter
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-5,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.77382417843963924,2.3214725353189176,,3,,,ok,,,20260818,9.4868329805051381,3.9810717055349722,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-4,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.22846644507271729,0.68539933521815188,,3,,,ok,,,20260818,7.5356592945287408,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-4,12,36,3,1,16-QAM,em_gs,detection_nmse,0.20539635207964177,0.61618905623892528,,3,,,ok,,,20260818,7.5356592945287408,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-4,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.18021228170477754,0.54063684511433263,,3,,,ok,,,20260818,7.5356592945287408,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-4,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.52693029582579143,1.5807908874773744,,3,,,ok,,,20260818,7.5356592945287408,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-3,12,36,3,1,16-QAM,biased_gs,detection_nmse,1.9096248070314481,5.7288744210943445,,3,,,ok,,,20260818,5.9857869449066392,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-3,12,36,3,1,16-QAM,em_gs,detection_nmse,1.4151778325645568,4.2455334976936703,,3,,,ok,,,20260818,5.9857869449066392,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-3,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.25488925853694488,0.76466777561083465,,3,,,ok,,,20260818,5.9857869449066392,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-3,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.43451778256653584,1.3035533476996075,,3,,,ok,,,20260818,5.9857869449066392,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-2,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.33746574775486776,1.0123972432646033,,3,,,ok,,,20260818,4.7546795773833406,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-2,12,36,3,1,16-QAM,em_gs,detection_nmse,0.20297337617285324,0.6089201285185597,,3,,,ok,,,20260818,4.7546795773833406,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-2,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.29338151164357745,0.88014453493073241,,3,,,ok,,,20260818,4.7546795773833406,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-2,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.34141653367767438,1.0242496010330231,,3,,,ok,,,20260818,4.7546795773833406,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-1,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.096119621364378682,0.28835886409313605,,3,,,ok,,,20260818,3.7767762353825018,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-1,12,36,3,1,16-QAM,em_gs,detection_nmse,0.052941622752314892,0.15882486825694467,,3,,,ok,,,20260818,3.7767762353825018,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-1,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.064717950450997166,0.19415385135299151,,3,,,ok,,,20260818,3.7767762353825018,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,-1,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.25047118600799662,0.75141355802398979,,3,,,ok,,,20260818,3.7767762353825018,3.9810717055349718,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,0,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.27907055474345788,0.83721166423037363,,3,,,ok,,,20260818,3,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,0,12,36,3,1,16-QAM,em_gs,detection_nmse,0.17460970141854393,0.52382910425563178,,3,,,ok,,,20260818,3,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,0,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.17554177427309045,0.52662532281927132,,3,,,ok,,,20260818,3,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,0,12,36,3,1,16-QAM,cui_crlb,detection_nmse,0.2001127060257141,0.60033811807714232,,3,,,ok,,,20260818,3,3.9810717055349727,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,1,12,36,3,1,16-QAM,biased_gs,detection_nmse,0.39243070536541352,1.1772921160962406,,3,,,ok,,,20260818,2.3829847041728445,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,1,12,36,3,1,16-QAM,em_gs,detection_nmse,0.32562755715135344,0.97688267145406038,,3,,,ok,,,20260818,2.3829847041728445,3.9810717055349731,50
cui_fig5,925f2ab8975505e255f5c37af74d115be38bc302991267f95f440e5f61ce4472,A,1,1,12,36,3,1,16-QAM,genie_zf,detection_nmse,0.081598169199957743,0.24479450759987323,,3,,,ok,,,20260818,2.3829847041728445,3.9810717055349731,50
